year,sid,state,robbery_gun_r,jhcitizen_c,jhpolice_c,homicide,robbery,assault,burglary,larceny,motor,murder,unemployrt,blackm_15_24,whitem_15_24,blackm_25_44,whitem_25_44,poverty,r20001,r20002,r20003,r20004,r20011,r20012,r20013,r20014,r20021,r20022,r20023,r20024,r20031,r20032,r20033,r20034,r20041,r20042,r20043,r20044,r20051,r20052,r20053,r20054,r20061,r20062,r20063,r20064,r20071,r20072,r20073,r20074,r20081,r20082,r20083,r20084,r20091,r20092,r20093,r20094,r20101,r20102,r20103,r20104,trend_1,trend_2,trend_3,trend_4,trend_5,trend_6,trend_7,trend_8,trend_9,trend_10,trend_11,trend_12,trend_13,trend_14,trend_15,trend_16,trend_17,trend_18,trend_19,trend_20,trend_21,trend_22,trend_23,trend_24,trend_25,trend_26,trend_27,trend_28,trend_29,trend_30,trend_31,trend_32,trend_33,trend_34,trend_35,trend_36,trend_37,trend_38,trend_39,trend_40,trend_41,trend_42,trend_43,trend_44,trend_45,trend_46,trend_47,trend_48,trend_49,trend_50,trend_51,l_homicide,l_larceny,l_motor,l_police,l_income,l_prisoner,l_lagprisoner,l_exp_subsidy,l_exp_pubwelfare,post,lead1,lead2,lead3,lead4,lead5,lead6,lead7,lead8,lead9,lag0,lag1,lag2,lag3,lag4,lag5,popwt
2004,42,,0.17857143,0,0,2.292712,15.104925,115.17506,424.5563,1468.6842,114.230995,2.1578465,3.7,11.183848,40.61337,17.963531,87.18576,13.17001133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.8297354,7.2921224,4.7382226,5.7080708,10.76741,6.0340652,6.0198216,4.2215343,6.9920874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,761746.56
2005,42,,0.089655176,0,1,2.412762,19.436138,113.53385,335.77603,1387.3381,112.46151,2.1446772,3.7,11.35553,40.637882,18.006844,86.32661,13.50556879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0.8807721,7.235142,4.722611,5.7183757,10.782969,6.1402907,6.0340652,4.294026,7.0033107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761746.56
2006,42,,0.087248325,0,0,3.7088242,19.055683,174.18684,385.97348,1319.574,105.50965,3.0693717,3.2,11.006639,38.545937,17.376352,82.31978,13.12015695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1.3107148,7.1850643,4.6588025,5.578723,10.802103,6.0628176,6.1402907,3.8727436,6.9422784,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,761746.56
2007,42,,0.21666667,0,0,3.9328074,15.22377,161.6257,336.1916,1356.438,99.3351,3.4253483,3,11.081002,38.769234,17.409016,81.80404,12.86662328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1.3693535,7.2126174,4.598499,5.640629,10.795711,6.040372,6.0628176,4.401775,6.92038,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,761746.56
2008,42,,0.19402985,0,0,4.6496606,16.839312,186.99176,325.6019,1287.3276,111.21486,4.021328,3,11.041813,38.121563,17.252253,80.38283,12.34648266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1.5367942,7.1603236,4.711464,5.654732,10.8638525,6.040201,6.040372,4.4334593,6.9402833,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,761746.56
2009,42,,0.21367522,0,0,3.7664168,14.689026,141.74283,329.0593,1367.3348,108.7239,3.2642279,4.8,11.127502,38.23855,17.363308,79.74207,13.91854245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1.3261241,7.2206187,4.688812,5.6811223,10.748969,6.0664077,6.040201,4.4972258,7.039887,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,761746.56
2010,42,,0.116883114,1,2,2.848075,19.06972,200.47972,393.90115,1375.2488,98.44433,2.848075,4.6,11.0907755,38.86892,16.76575,78.3971,13.33344891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1.0466433,7.22639,4.5894914,5.698946,10.729175,6.05263,6.0664077,4.6231327,7.0988317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,761746.56
2000,43,,0.54992074,7,5,7.3989363,170.80716,508.39716,1016.7943,2781.1157,496.81152,7.579398,4,3.5567951,13.015974,6.708616,29.884737,12.80476174,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0013363,7.9306073,6.208211,5.965257,10.672878,5.991494,6.0170245,4.5114684,7.082404,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5885931.5
2001,43,,0.55592525,15,9,7.564352,182.74258,535.3701,1067.6824,2950.902,505.57767,7.4928217,4.7,3.6594474,13.172273,6.6575418,29.176636,13.38783005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.0234468,7.9898663,6.225702,6.019063,10.693489,6.0480804,5.991494,4.548796,7.206454,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5885931.5
2002,43,,0.563476,21,12,7.440587,166.75772,521.532,1085.0502,2863.0315,470.19196,7.5291653,5.3,3.7444754,13.305665,6.5794454,28.36575,13.81203235,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2.0069497,7.959636,6.153141,6.0509195,10.711725,6.092886,6.0480804,4.6550446,7.30039,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5885931.5
2003,43,,0.57155,24,5,6.960482,165.45207,500.43405,1113.0269,2931.2947,465.31528,6.9780593,5.7,3.7857113,13.277453,6.499403,27.509636,13.76071514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1.9402487,7.9831996,6.142715,6.0365276,10.702863,6.101457,6.092886,4.729164,7.3716507,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5885931.5
2004,43,,0.5454135,16,10,6.2104464,154.1826,515.11914,1050.4874,2954.3633,431.02585,6.1930504,5.5,3.8350463,13.286163,6.466101,26.83033,15.25235201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1.8262328,7.9910383,6.066168,6.0421505,10.690717,6.109877,6.101457,4.7013574,7.425487,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5885931.5
2005,43,,0.5664902,26,5,7.417491,172.25446,558.80725,1058.55,2914.6265,434.1728,7.417491,5.5,3.8876603,13.213633,6.4610825,26.228489,15.56026152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2.003841,7.977497,6.0734425,6.031345,10.692172,6.117677,6.109877,5.253962,7.4870872,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5885931.5
2006,43,,0.58675164,14,11,6.955021,184.4902,534.5761,1043.4187,2719.413,374.90872,6.9384613,5.2,3.9270697,12.754796,6.4242535,25.05591,15.68365453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1.9394639,7.908171,5.9266825,5.990047,10.692059,6.055205,6.117677,5.2543807,7.2816153,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5885931.5
2007,43,,0.58105165,28,12,6.668153,181.60426,540.28503,1016.2759,2774.7253,357.19894,6.668153,4.7,3.9271634,12.682136,6.4800453,24.837685,15.56335354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1.8973429,7.928307,5.878293,6.007933,10.676347,6.069525,6.055205,5.2919097,7.2420015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5885931.5
2008,43,,0.59737253,22,2,6.7056155,175.92476,515.3233,1062.2379,2719.355,313.34106,6.7056155,6.4,3.9187813,12.503093,6.5229855,24.523054,15.28385587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1.9029453,7.90815,5.747292,6.0112295,10.601722,6.093923,6.069525,5.2682323,7.264145,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5885931.5
2009,43,,0.5926655,13,5,7.5986943,156.73119,483.7348,1036.4099,2570.3882,243.80768,7.5986943,10.3,3.9483984,12.454503,6.630104,24.47226,17.13984504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2.0279765,7.8518124,5.49638,6.0222883,10.625854,6.0818033,6.093923,5.361231,7.2751207,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5885931.5
2010,43,,0.56287354,25,12,5.663577,132.72124,445.15396,1019.04724,2428.2307,235.3478,5.695306,10,3.8922892,19.902332,6.581124,38.002964,16.49033694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1.7340556,7.794918,5.4610643,6.009437,10.563233,6.076478,6.0818033,4.9706182,7.373101,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5885931.5
2000,44,,0.4359983,18,27,6.101314,149.1175,366.18726,931.3375,3141.9402,459.1313,6.0914574,4.4,0.008959765,0.91391575,0.017525261,1.311137,14.98772024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.8085042,8.052596,6.1293364,5.8926325,10.797185,6.7113166,6.7021484,4.5942597,6.6073613,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22486206
2001,44,,0.4486251,20,24,6.4148126,170.23334,372.29993,984.19214,3224.864,494.4366,6.3714695,5,0.009121363,0.9153292,0.017462546,1.2799718,15.32140451,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.8586098,8.078646,6.2034187,5.8941917,10.826178,6.6599565,6.7113166,4.2879252,6.6668663,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22486206
2002,44,,0.45558807,23,35,6.1370244,177.13469,370.61594,1002.10724,3247.5889,483.9859,6.1275973,6.4,0.009097125,0.9090432,0.017689902,1.2576233,15.74908885,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1.81434,8.085669,6.182056,5.900252,10.792592,6.6380534,6.6599565,4.3829885,6.7713237,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22486206
2003,44,,0.45038766,31,34,6.599275,171.79,351.69217,1020.41406,3242.2954,455.7955,6.5899935,6.7,0.009193505,0.89838785,0.017746573,1.2518203,16.53606645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1.8869598,8.084037,6.122044,5.867548,10.748389,6.652356,6.6380534,4.419124,6.925006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22486206
2004,44,,0.4411034,30,23,6.224853,163.45715,346.77087,1004.54706,3178.6318,429.33688,6.211162,6,0.00947419,0.8831898,0.017885042,1.2600582,16.47544259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1.8285499,8.064206,6.062242,5.8928156,10.7744465,6.642717,6.652356,4.3574114,6.888103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22486206
2005,44,,0.44794634,23,26,6.3178697,160.70828,338.49323,987.09644,3040.1301,419.49847,6.3043985,5.4,0.009654172,0.8759926,0.01825761,1.2591779,17.4521922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1.8433821,8.019655,6.03906,5.8929086,10.742076,6.631839,6.642717,4.331545,6.8968077,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22486206
2006,44,,0.4550773,32,23,5.89592,158.51772,317.0184,917.4791,2760.7026,405.9762,5.891666,4.9,0.009664884,0.8304186,0.01823226,1.2319196,16.43175369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1.7742605,7.9232407,6.0062947,5.8479753,10.754322,6.5960073,6.631839,4.3090863,6.8632545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22486206
2007,44,,0.46079645,41,43,6.0721803,165.79617,313.9702,976.428,2834.8145,401.86288,6.067904,4.3,0.010686182,0.82918614,0.018780997,1.279866,16.19420971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1.8037177,7.949732,5.996111,5.888664,10.787813,6.599334,6.5960073,4.361998,6.8335314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22486206
2008,44,,0.47597975,43,42,5.745201,158.26141,320.48157,964.74927,2744.6208,358.06442,5.7410073,4.8,0.010928462,0.8065759,0.01898013,1.2808233,15.75084179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1.7483649,7.9173985,5.880713,5.904953,10.759562,6.5839863,6.599334,4.3858314,6.8864403,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22486206
2009,44,,0.5012624,47,53,5.583768,159.62859,310.76398,1007.8407,2848.3723,321.4613,5.583768,7.5,0.011818276,0.80096,0.020080572,1.3098302,17.39396992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1.7198638,7.954503,5.772877,5.933016,10.784338,6.5778036,6.5839863,4.4622993,7.0337563,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22486206
2010,44,,0.49566117,48,49,5.0384617,132.48856,288.49933,922.15955,2640.759,274.40454,5.0344276,8.2,0.013433209,0.7529011,0.021113938,1.3604532,16.62237338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1.6171008,7.878822,5.6146035,5.893422,10.767727,6.5517936,6.5778036,4.4845867,7.0652328,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22486206
2000,45,Utah,0.27697262,1,0,1.9610624,56.64278,162.49454,654.3564,3349.221,294.66104,2.3715174,3.3,0.019473806,1.8613219,0.02398881,3.791281,9.049801408,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6734864,8.116483,5.685826,5.7362285,11.005494,5.5485063,5.5403275,5.242556,6.740052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449745.5
2001,45,Utah,0.28153718,0,2,3.0054345,53.694103,141.4797,619.2092,3170.3296,292.15515,3.7680073,4.4,0.020634325,1.8836448,0.025658336,3.644964,9.62972599,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.1004221,8.061591,5.677285,5.725541,10.973409,5.4785233,5.5485063,4.6891155,6.6748347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449745.5
2002,45,Utah,0.3254386,0,4,2.0651524,50.09093,147.54855,664.53973,3286.4485,339.30017,2.1530313,5.8,0.019904554,1.8940085,0.028209103,3.5108032,9.873845547,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.72520405,8.097563,5.826885,5.710267,10.968302,5.4993086,5.4785233,4.909401,6.7355604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449745.5
2003,45,Utah,0.34499204,0,1,2.597903,54.469368,158.1257,734.3839,3261.2776,337.814,2.4680078,5.6,0.020783225,1.9057784,0.02840374,3.3759317,10.19179019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.9547046,8.089874,5.8224955,5.720859,10.975328,5.5195737,5.4993086,4.9481406,6.8049126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449745.5
2004,45,Utah,0.2815534,0,2,1.9578867,52.607563,144.62823,648.01794,3187.4822,325.51996,2.1707006,5,0.021536754,1.9057473,0.028942673,3.238813,10.68716716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.6718657,8.066987,5.7854238,5.705708,10.9805355,5.540904,5.5195737,5.0920167,6.8867226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449745.5
2005,45,Utah,0.30502284,1,3,2.3070426,45.110924,145.87926,616.7631,2969.576,349.88773,2.2658455,4.1,0.02171092,1.874637,0.029208807,3.0680373,10.49543741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.83596647,7.9961743,5.857612,5.7039127,11.022197,5.5718517,5.540904,5.1202745,6.821666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449745.5
2006,45,Utah,0.29492345,1,0,2.0391653,48.665462,139.36911,577.16223,2604.328,323.83514,1.9999506,2.9,0.02294061,1.796387,0.028391456,2.8622038,10.57271918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0.7125405,7.8649297,5.7802343,5.6842217,10.9865465,5.5300264,5.5718517,5.0738306,6.821353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449745.5
